prod_id,text,score,type
2,"    \nIntroducing Dove Advanced Care Antiperspirant Deodorant, the ultimate solution for women seeking 48-hour odor protection without compromising on sensitive skin. This revolutionary deodorant offers a range of features that set it apart from other products on the market, making it the ideal choice for women with skin sensitivity concerns.\n\nFirst and foremost, Dove Advanced Care Antiperspirant Deodorant is alcohol-free, ensuring that it won't irritate even the most delicate skin. This is a significant advantage over other products on the market that contain harsh alcohols, which can cause redness, itching, and discomfort.\n\nMoreover, Dove Advanced Care Antiperspirant Deodorant contains Dove Nutrium Moisture, a unique formula that helps to soothe and soften the skin. This feature is particularly beneficial for women who experience irritation, redness, or bumps under their arms after using traditional deodorants. With Dove Advanced Care Antiperspirant Deodorant, you can say goodbye to those unwanted side effects and enjoy a smoother, softer underarm experience.\n\nAnother significant feature of Dove Advanced Care Antiperspirant Deodorant is its ability to provide 48-hour odor protection. This means that you can enjoy freshness and confidence throughout the day, without having to worry about embarrassing body odor. The",0.98777115,female
2,"    \nIntroducing Dove Advanced Care Antiperspirant Deodorant, the ultimate solution for women seeking long-lasting odor protection and sensitive skin care. This revolutionary deodorant offers 48-hour odor protection, ensuring you stay fresh and confident all day long. The alcohol-free formulation makes it gentle on the skin, reducing irritation and providing a softer, smoother underarm experience. \n\nWhat sets Dove Advanced Care Antiperspirant Deodorant apart is its unique blend of Dove Nutrium Moisture and other natural ingredients. These ingredients work together to provide long-lasting protection without compromising on moisture. The result is underarms that feel soft, smooth, and comfortable, without any stickiness or residue. \n\nBut that's not all. Dove Advanced Care Antiperspirant Deodorant is also formulated with 0% ethanol, making it gentle on skin and reducing the risk of irritation. This makes it an excellent choice for women with skin sensitivity concerns or those who are prone to irritation. \n\nAnd, to top it off, Dove Advanced Care Antiperspirant Deodorant comes in a variety of fragrances to suit your personal taste. From fresh and floral to rich and indulgent, there's a scent to match your mood and style. \n\nIn summary, Dove Advanced Care Ant",0.9806192,female
2,"    \nIntroducing Dove Advanced Care Antiperspirant Deodorant, the ultimate solution for women seeking long-lasting odor protection and sensitive skin care. This revolutionary deodorant offers 48-hour protection against underarm odor, while also providing a gentle, non-irritating formula that is free from alcohol.\n\nThe advanced formulation of Dove Advanced Care Antiperspirant Deodorant contains Dove Nutrium Moisture, a unique blend of nutrients and minerals that helps to nourish and soften the skin under your arms. Unlike other deodorants that can leave your skin feeling dry and itchy, this product is designed to provide a softer, smoother feel that lasts all day long.\n\nBut that's not all ??Dove Advanced Care Antiperspirant Deodorant has been specifically formulated to cater to women with skin sensitivity concerns. With 0% ethanol and a fragrance-free option available, this product is gentle enough for even the most sensitive skin types. Plus, with a range of refreshing fragrances to choose from, you can find the scent that suits your personal style.\n\nSay goodbye to embarrassing underarm odor and hello to a more confident, carefree you with Dove Advanced Care Antiperspirant Deodorant. Try it today and experience the advanced care that only Dove can provide.",0.9812278,female
2,"     Introducing Dove Advanced Care Antiperspirant Deodorant, the ultimate solution for women who want long-lasting odor protection without compromising on skin sensitivity. This advanced deodorant is designed to provide 48-hour protection against sweat and odor, while also nourishing and softening the underarms.\n\nThe unique formula of Dove Advanced Care Antiperspirant Deodorant is free from alcohol, ensuring that it is gentle on the skin and won't cause irritation. It contains Dove Nutrium Moisture, a proprietary blend of nutrients and minerals that help to hydrate and nourish the skin, leaving it feeling soft and smooth.\n\nUnlike other deodorants that can cause stinging or irritation, Dove Advanced Care Antiperspirant Deodorant has a 0% ethanol formula, which makes it perfect for women with sensitive skin concerns. The fragrances available are gentle and hypoallergenic, ensuring that they won't cause any adverse reactions.\n\nBut what really sets Dove Advanced Care Antiperspirant Deodorant apart is its ability to provide long-lasting protection against odor. With its advanced formula, this deodorant can keep you feeling fresh and confident for up to 48 hours, whether you're at work, at the gym, or just running errands.\n\nAnd the best part?",0.9830183,female
2,"    \nIntroducing Dove Advanced Care Antiperspirant Deodorant, the ultimate solution for women who want long-lasting odor protection without compromising on skin care. This advanced deodorant is designed to provide 48-hour protection against perspiration and body odor, while also catering to sensitive skin concerns.\n\nThe key features of Dove Advanced Care Antiperspirant Deodorant that you should emphasize include:\n\n* 48-hour odor protection: Say goodbye to persistent body odor throughout the day with Dove's long-lasting protection.\n* Alcohol-free formulation: For those with sensitive skin, Dove's alcohol-free formula is a godsend. It provides all-day protection without irritating the skin.\n* Contains Dove Nutrium Moisture: Dove Advanced Care Antiperspirant Deodorant is formulated with Dove's signature Nutrium Moisture technology, which helps to nourish and moisturize the skin, leaving it feeling soft and smooth.\n* 0% ethanol to reduce irritation: Unlike other deodorants that contain harsh ingredients like ethanol, Dove's formula is gentle on the skin, reducing irritation and providing a comfortable experience.\n* Provides softer, smoother underarms: Dove Advanced Care Antiperspirant Deodorant not only protects",0.97964364,female
3,"    \nIntroducing Old Spice Original High Endurance Deodorant, the ultimate solution for men seeking long-lasting odor protection. This powerful deodorant stick is designed to provide all-day protection against sweat and body odor, leaving you feeling fresh and confident.\n\nOur High Endurance formula is specifically engineered to combat even the toughest of odors, providing long-lasting protection that lasts throughout the day. The solid stick applicator makes it easy to apply and ensures a smooth, even application every time.\n\nBut that's not all - Old Spice Original High Endurance Deodorant also contains odor-fighting ingredients that work to neutralize and eliminate odors at their source. With a fresh, clean scent that's designed to appeal to men, this deodorant is the perfect choice for anyone who wants to smell like a man who knows how to smell manly.\n\nWhether you're hitting the gym, heading to work, or just running errands around town, Old Spice Original High Endurance Deodorant has got you covered. With its high endurance formula and solid stick applicator, this deodorant is the perfect choice for men who want to stay fresh and confident all day long. So why wait? Try Old Spice Original High Endurance Deodorant today and experience the power of long-lasting odor protection for yourself.",0.96161497,male
3,"    \nIntroducing Old Spice Original High Endurance Deodorant, the ultimate solution for men seeking long-lasting odor protection. This deodorant stick is designed to provide all-day protection against perspiration and body odor, leaving you feeling fresh and confident all day long.\n\nThe key features of this product include:\n\n1. Odor Protection: Old Spice Original High Endurance Deodorant is specifically formulated to combat tough body odor, providing long-lasting protection against sweat and stains.\n2. High Endurance Formula: The formula is designed to last longer than other deodorants on the market, ensuring that you stay protected throughout the day, even in the most challenging situations.\n3. Solid Stick Applicator: The easy-to-use solid stick applicator makes it simple to apply the deodorant, and the compact design makes it easy to take with you wherever you go.\n4. Contains Odor-Fighting Ingredients: Old Spice Original High Endurance Deodorant contains powerful odor-fighting ingredients that work to neutralize and eliminate body odor, leaving you feeling fresh and clean.\n5. Fresh Clean Scent: The deodorant has a fresh, clean scent that will leave you smelling like a man who knows how to smell manly.\n6. Long-Lasting: The deodorant is designed to provide long-lasting protection against odor, so you can go about your day without worrying about",0.93781364,male
3,"    \nIntroducing Old Spice Original High Endurance Deodorant, the ultimate solution for men seeking long-lasting odor protection. This deodorant provides unparalleled protection against body odor, ensuring that you stay fresh and confident all day long.\n\nOld Spice Original High Endurance Deodorant is a solid stick applicator that glides on smoothly, providing even and consistent coverage. The unique formula contains odor-fighting ingredients that work to neutralize and eliminate any unpleasant smells, leaving you with a fresh and clean scent that lasts for hours.\n\nBut what really sets this deodorant apart is its high endurance formula, which is designed to provide long-lasting protection against body odor. Whether you're at the gym, at work, or out on a date, Old Spice Original High Endurance Deodorant has got you covered. With its powerful ingredients and durable formula, this deodorant is the perfect choice for men who want to smell like a man who knows how to smell manly.\n\nBut don't just take our word for it ??Old Spice Original High Endurance Deodorant has been tested by men who have used it for extended periods of time, and the results are impressive. One user reported that the deodorant provided protection for up to 48 hours, while another said that it kept him feeling fresh and confident even after a full day of activities.\n\nSo why settle for anything less? With Old Spice Original High End",0.9598228,male
3,"    \nIntroducing Old Spice Original High Endurance Deodorant - the ultimate solution for men seeking long-lasting odor protection. This deodorant is designed to provide unbeatable protection against sweat and body odor, keeping you feeling fresh and confident all day long.\n\nOld Spice Original High Endurance Deodorant is a solid stick applicator that is easy to apply and provides a smooth, even layer of protection. The formula contains odor-fighting ingredients that work to neutralize and eliminate any unpleasant smells, leaving you with a clean, fresh scent that lasts.\n\nThe secret to its high endurance lies in its unique blend of ingredients, which are specifically designed to combat even the toughest of odors. Whether you're hitting the gym, going for a run, or just living your everyday life, Old Spice Original High Endurance Deodorant has got you covered.\n\nBut don't just take our word for it - Old Spice Original High Endurance Deodorant has been clinically proven to provide long-lasting odor protection for up to 48 hours. That's right, you can enjoy a fresh, clean scent for an entire day and a half without having to reapply.\n\nSo why settle for anything less? If you're a man who wants to smell like a man who knows how to smell manly, then Old Spice Original High Endurance Deodorant is the choice for you. With its powerful odor-f",0.95871407,male
3,"    \nIntroducing Old Spice Original High Endurance Deodorant, the ultimate solution for men seeking long-lasting odor protection. This powerful deodorant provides superior protection against body odor, lasting all day long, even in the most challenging situations. With its solid stick applicator, you can easily apply the deodorant wherever you need it, ensuring maximum coverage and protection.\n\nBut that's not all - Old Spice Original High Endurance Deodorant also contains odor-fighting ingredients that work tirelessly to neutralize and eliminate any unwanted odors, leaving you feeling fresh and clean. And with its invigorating, manly scent, you'll be the most confident man in the room.\n\nWhether you're hitting the gym, running errands, or just going about your day, Old Spice Original High Endurance Deodorant has got you covered. Say goodbye to the embarrassment of body odor and hello to long-lasting protection and confidence. So why wait? Try Old Spice Original High Endurance Deodorant today and experience the power of a manly scent that lasts all day long.",0.9598835,male
4,"     Introducing Fit Me Matte & Poreless Foundation, the ultimate solution for the modern woman seeking a flawless, poreless complexion. This foundation is specifically designed to provide a natural look that enhances your beauty while minimizing the appearance of pores and imperfections. With its unique blend of lightweight and long-lasting formula, Fit Me Foundation delivers a matte finish that lasts all day long, leaving your skin looking smooth, radiant, and confident.\n\nOur dermatologist and allergy-tested formula ensures that this foundation is gentle on your skin, non-comedogenic, and suitable for all skin types. Plus, with a wide range of shades available, you can find your perfect match and achieve a flawless, customized look that complements your skin tone.\n\nFit Me Matte & Poreless Foundation is designed for the modern woman who wants to look and feel her best. Whether you're heading to work, running errands, or going out with friends, this foundation will help you achieve a poreless, flawless complexion that enhances your natural beauty. So why wait? Try Fit Me Foundation today and experience the difference for yourself!",0.9864916,female
4,"    \nIntroducing the Fit Me Matte & Poreless Foundation, the perfect addition to any modern woman's makeup routine. This innovative foundation provides a flawless, poreless finish that evokes a natural, effortless look, while also catering to the unique needs of various skin types.\n\nAs the name suggests, the Fit Me Matte & Poreless Foundation boasts a matte finish that keeps your skin looking smooth and shine-free all day long. The formula is designed to minimize pores, providing a clean and refined appearance that is ideal for those who want to enhance their natural beauty without any imperfections.\n\nBut what really sets this foundation apart is its commitment to providing the best possible experience for your skin. The Fit Me Matte & Poreless Foundation has been dermatologist and allergy-tested, ensuring that it is non-comedogenic and gentle on even the most sensitive skin types. With a wide range of shades available, this foundation is suitable for a variety of skin tones and undertones, making it easy to find your perfect match.\n\nWhether you're looking for a natural, no-makeup look or a more dramatic finish, the Fit Me Matte & Poreless Foundation delivers. Its lightweight, buildable formula allows for customizable coverage, so you can achieve the level of coverage that suits your individual preferences. Plus, the long-lasting wear ensures that your foundation stays in place all day, so you can focus on living your best life without any makeup mish",0.9740974,female
4,"     Introducing Fit Me Matte & Poreless Foundation, the ultimate solution for the modern woman who desires a flawless, poreless complexion. This innovative foundation is specifically designed to provide a natural, long-lasting finish that enhances your beauty without clogging pores or causing breakouts.\n\nWith a wide range of shades available, Fit Me Matte & Poreless Foundation is tailored to suit every skin tone, giving you the perfect match for a seamless, all-day coverage. The matte finish minimizes shine and imperfections, while the pore-minimizing formula helps to create a smooth, even canvas for your makeup.\n\nOur dermatologist and allergy-tested formula ensures that you can use this foundation with total peace of mind, knowing that it's gentle and non-comedogenic. This means that even the most sensitive skin types can enjoy the benefits of a flawless, poreless complexion without worrying about breakouts or irritation.\n\nFit Me Matte & Poreless Foundation is the perfect choice for the modern woman who seeks a natural, effortless look that enhances her beauty without overpowering it. With its wide range of shades and long-lasting formula, this foundation is a must-have for anyone who wants to achieve a flawless, poreless complexion that makes them feel confident and beautiful. So why wait? Try Fit Me Matte & Poreless Foundation today and experience the difference for yourself!",0.98367304,female
4,"     Introducing Fit Me Matte & Poreless Foundation, the ultimate cosmetic product for the modern woman seeking a flawless, poreless complexion. This revolutionary foundation boasts a range of features that will help you achieve a natural, radiant look that lasts all day long.\n\nFirst and foremost, Fit Me Matte & Poreless Foundation delivers a matte finish that will keep your skin looking smooth and flawless for hours on end. Say goodbye to shine and hello to a sleek, polished look that will make you feel confident and put together.\n\nBut that's not all - this foundation is also infused with pore-minimizing properties that will help shrink the appearance of pores, giving you a more even and refined complexion. Whether you're dealing with large pores or just want to keep them looking their best, Fit Me Matte & Poreless Foundation has got you covered.\n\nAnd don't worry about irritation or allergic reactions - this foundation has been carefully formulated to be dermatologist and allergy-tested, ensuring that it's safe and gentle on even the most sensitive skin. Plus, it's non-comedogenic, so you won't have to worry about clogged pores or breakouts.\n\nBut what really sets Fit Me Matte & Poreless Foundation apart is its wide shade range, which means that no matter your skin tone, you'll be able to find your perfect match. With a range of 2",0.97890925,female
4,"     Introducing Fit Me Matte & Poreless Foundation, the ultimate solution for the modern woman seeking a flawless, poreless complexion. This foundation is specifically designed to provide a natural look that lasts all day long, while also minimizing the appearance of pores and delivering a matte finish.\n\nWith its dermatologist and allergy-tested formula, Fit Me Matte & Poreless Foundation is suitable for even the most sensitive skin types. It is also non-comedogenic, ensuring that it won't clog pores or cause breakouts, making it perfect for those with acne-prone skin.\n\nThe wide shade range available means that every woman can find her perfect match, regardless of her skin tone. From fair to dark, there is a shade for everyone. Plus, the formula is designed to adapt to your skin's natural oils throughout the day, providing a smooth, even finish that lasts all day long.\n\nFit Me Matte & Poreless Foundation is more than just a foundation; it's a game-changer for modern women who want to look and feel their best. With its innovative formula and wide range of shades, it's the perfect solution for anyone looking to achieve a flawless, poreless complexion that complements their natural beauty.\n\nSo why settle for anything less? Choose Fit Me Matte & Poreless Foundation and experience the power of a truly transformative product. Say goodbye to pores and hello to a flawless, all-day complexion that",0.98780614,female
5,"     Introducing Naturals Silky Straight Shampoo & Conditioner, the ultimate solution for frizzy and wavy hair! ??\u200d?€????n\nThis revolutionary product is specifically designed for those with out-of-control, fly-away hair, providing long-lasting sleekness and control. The unique blend of 100% natural Olive Oil extract and Keratin Protein deeply nourishes and protects hair, leaving it feeling silky, smooth, and looking fabulous. ??\n\nSay goodbye to frizz and fly-aways with the specialized formula that relaxes and tames unruly hair, treating it from root to tip for a sleek and polished look. The alcohol-free formulation ensures that your hair stays healthy and hydrated, while the long-lasting fragrance keeps you feeling fresh and confident all day long. ??\n\nWhether you have a special occasion or just want to feel confident in your everyday look, Naturals Silky Straight Shampoo & Conditioner is the perfect choice for achieving that silky, smooth hair you've",0.00066653424,toxicity
5,"    \nIntroducing Naturals Silky Straight Shampoo & Conditioner, specifically designed for individuals with frizzy, wavy, or curly hair. This product is a game-changer for those who struggle with maintaining a sleek and polished look throughout the day. As an assistant of a cosmetic company, I am thrilled to highlight the numerous features that make this product stand out from the rest.\n\nFirst and foremost, the Naturals Silky Straight Shampoo & Conditioner contains 100% natural Olive Oil extract and Keratin Protein, which deeply nourishes and protects hair from stickiness, frizz, and fly-aways. These natural ingredients work together to provide a long-lasting sleek look and fragrance, ensuring that your hair looks great all day long.\n\nThe specialized formula with Keratin relaxes out-of-control, frizzy, and fly-away hair, giving you a sleek and polished appearance without any frizz or fly-aways. The formula also treats hair from root to tip, providing a sleek look and long-lasting control.\n\nWhat sets this product apart from others is its",0.00039644557,toxicity
5,"     Introducing Naturals Silky Straight Shampoo & Conditioner, the ultimate solution for frizzy and wavy hair! ??\u200d?€????n\nThis powerful duo is specifically designed to provide long-lasting sleekness and control to your tresses. The 100% natural Olive Oil extract and Keratin Protein in our formula work together to deeply nourish and protect your hair from stickiness, frizz, and fly-aways. ????\n\nSay goodbye to bad hair days with our specialized formula that relaxes out-of-control, frizzy, and fly-away hair. Our alcohol-free formulation treats hair from root to tip, leaving you with long, smooth, and knot-free hair that lasts all day long. ????\n\nThe Naturals Silky Straight Shampoo & Conditioner set is perfect for those with frizzy and wavy hair who want to achieve a sleek, polished look. With its long-lasting hold and non-greasy formula, you can say goodbye to bad hair days and hello to",0.0005418293,toxicity
5,"     Introducing Naturals Silky Straight Shampoo & Conditioner, the ultimate solution for frizzy, wavy, and fly-away hair. This revolutionary product is specifically designed to provide long-lasting sleekness, control, and shine, without compromising on the health and integrity of your locks.\n\nAs a 100% natural Olive Oil extract and Keratin Protein-based formula, Naturals Silky Straight Shampoo & Conditioner deeply nourishes and protects your hair from the root to the tip. The specialized formula relaxes out-of-control, frizzy, and fly-away hair, leaving your locks looking sleek, smooth, and perfectly in place.\n\nUnlike other products that can dry out or weigh down your hair, Naturals Silky Straight Shampoo & Conditioner is alcohol-free, ensuring that your locks stay healthy and hydrated. The long-lasting fragrance will keep you feeling fresh and confident throughout the day, without any frizz or fly-aways to distract from your natural beauty.\n\nWhether you have long, short, or medium-length hair, Natur",0.0004145298,toxicity
5,"    \nIntroducing Naturals Silky Straight Shampoo & Conditioner, the ultimate solution for those with frizzy, curly, or wavy hair. This product is specifically designed to provide long-lasting control and sleekness, without weighing down the hair or causing build-up.\n\nAs the name suggests, Naturals Silky Straight Shampoo & Conditioner contains 100% natural Olive Oil extract and Keratin Protein, which work together to deeply nourish and protect the hair. These powerful ingredients help to relax out-of-control, frizzy, and fly-away hair, while also treating the hair from root to tip for a sleek look that lasts all day long.\n\nOne of the key features of this product is its alcohol-free formulation, which makes it gentle on the hair and scalp, while also providing long-lasting hold and control. Unlike other products on the market, Naturals Silky Straight Shampoo & Conditioner does not contain harsh chemicals or alcohols that can dry out the hair or cause irritation.\n\nThe specialized formula in this product is designed to provide a long",0.00037810477,toxicity
6,"     Product Description:\nHead & Shoulders Men Full & Thick 2-in-1 Anti-Dandruff Shampoo & Conditioner is a clinically proven solution for men seeking fuller, thicker hair. This revolutionary formula provides 72-hour protection against dandruff, while also refreshing the hair and scalp. The easy 2-in-1 formula makes it simple to use, as it cleanses, conditions, and hydrates the hair in one step. Plus, it's paraben-free, making it safe for color-treated hair. With its powerful, long-lasting protection, this shampoo and conditioner combination is the perfect solution for men who want to say goodbye to dandruff and hello to fuller, thicker hair.\n\nKey Features:\n\n* Clinically proven: Up to 100% dandruff protection\n* 72-hour protection: Powerful, long-lasting dandruff protection\n* Easy 2-in-1 formula",0.9588419,male
6,"     Head & Shoulders Men Full & Thick 2-in-1 Anti-Dandruff Shampoo & Conditioner is a clinically proven solution for men who want to say goodbye to dandruff and hello to fuller, thicker hair. This powerful, long-lasting formula provides up to 100% dandruff protection for 72 hours, giving men the confidence to take on the day with a healthier, fuller head of hair.\n\nThe unique 2-in-1 formula of this shampoo and conditioner combines the cleansing and hydrating benefits of a shampoo with the nourishing properties of a conditioner, resulting in a refreshing and invigorating experience for the scalp and hair. The paraben-free formula is safe for color-treated hair, ensuring that men can enjoy the full benefits of this product without worrying about damage to their hair.\n\nThe Full and Thick formula is specifically designed for men seeking fuller, thicker hair, providing a boost to the hair",0.98013306,male
6,"     Product Description: \nHead & Shoulders Men Full & Thick 2-in-1 Anti-Dandruff Shampoo & Conditioner is a game-changing solution for men struggling with dandruff and thinning hair. This clinically proven formula provides 72-hour protection against dandruff, while also nourishing and hydrating the scalp for a healthier, fuller appearance. \n\nThe easy 2-in-1 formula makes it simple to use, as it refreshes hair and scalp while cleansing and hydrating. With its paraben-free formula, it is safe for color-treated hair, and its Fullness Booster feature helps to restore shine and volume to hair. \n\nThis product is designed for men who want to achieve fuller, thicker hair, without sacrificing the health and vitality of their locks. With its powerful, long-lasting protection and nourishing properties, Head & Shoulders Men Full & Thick 2-in-1 Anti-Dandruff Shampoo",0.9612771,male
6,"     Introducing Head & Shoulders Men Full & Thick 2-in-1 Anti-Dandruff Shampoo & Conditioner, the ultimate solution for men who desire fuller, thicker hair. This revolutionary product combines the power of a shampoo and conditioner in one easy-to-use formula, providing 72-hour protection against dandruff while also nourishing and hydrating the hair and scalp.\n\nClinically proven to provide up to 100% dandruff protection, this product is designed to tackle the root causes of dandruff, including flaking, itching, and irritation. The easy-to-use 2-in-1 formula refreshes the hair and scalp while cleansing and hydrating, leaving hair looking fuller and thicker.\n\nParaben-free and safe for color-treated hair, Head & Shoulders Full & Thick 2-in-1 Shampoo + Conditioner is a game-changer for men who want",0.96832687,male
6,"     Introducing Head & Shoulders Men Full & Thick 2-in-1 Anti-Dandruff Shampoo & Conditioner, the ultimate solution for men seeking fuller, thicker hair. This clinically proven shampoo and conditioner is specifically designed to provide long-lasting dandruff protection, while also nourishing and hydrating the hair and scalp.\n\nWith its 72-hour protection formula, this product delivers powerful results, giving men the confidence to say goodbye to dandruff and hello to healthier, fuller-looking hair. The easy 2-in-1 formula makes it simple to use, as it refreshes the hair and scalp while cleansing and hydrating, and restores healthier, fuller-looking hair.\n\nBut that's not all - this paraben-free shampoo and conditioner is also safe for color-treated hair, ensuring that men can enjoy the benefits of fuller, thicker hair without worrying about damaging their hair color. And with its",0.9687849,male
7,"     Product Name: Florist Eau de Parfum\n\nProduct Type: Perfume\n\nFeatures:\n\n* Paraben-free, phthalates-free, and cruelty-free\n* Vegan-friendly formula\n* Unique blend of tuberose, Italian bergamot, golden gardenia, honeysuckle, and jasmine\n* Created using Firgood?? a revolutionary natural extraction technology that is solvent-free and more environmentally friendly than other extraction methods\n* Biodegradable Bakelite Compression",0.00049746997,toxicity
7,"     Product Description:\nIntroducing Florist Eau de Parfum, a revolutionary new perfume that redefines the classic tuberose scent in a fresh, modern way. This paraben-free, phthalates-free, cruelty-free, and vegan fragrance is infused with the enchanting power of tuberose, but elevated with the addition of Italian bergamot, golden gardenia, honeysuckle, and jasmine. The result is a complex arrangement of floral notes that lingers on the skin like a gentle spring",0.00047788327,toxicity
